SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,-30.18$,-1.31%,-12.05%
AAPL,2021-11-17,2021-12-17,391.98$,2.3%,7.17%
ERJ,2021-10-01,2021-12-17,-35.5$,-2.46%,-18.02%
GE,2021-10-25,2021-12-17,-1064.6$,-9.86%,-11.44%
NIO,2021-11-03,2021-12-17,140.6$,3.48%,-28.04%
TSP,2021-10-28,2021-12-17,236.91$,6.35%,-15.68%
SOHO,2021-09-28,2021-12-17,67.87$,31.97%,-17.96%
