,股票代码,股票名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型
0,603206,N嘉环,43.98,20.92,20.92,17.44,17.44,6.39,5.47,-,55.8,41734,86916856.0,14.53,6384783749,1596196000,1.603206,沪A
1,300585,奥联电子,20.03,14.32,14.32,11.4,11.52,2.39,6.15,1.88,297.43,98376,132943161.0,11.93,2450311110,2291200000,0.300585,深A
2,301187,欧圣电气,20.0,32.46,32.46,26.2,26.3,5.41,59.34,1.21,39.63,256927,798143696.0,27.05,5927444676,1405494369,0.301187,深A
3,301001,凯淳股份,20.0,33.96,33.96,31.0,31.0,5.66,31.29,8.36,-73.12,62578,205349781.0,28.3,2716800000,679200000,0.301001,深A
4,300584,海辰药业,20.0,41.34,41.34,34.64,34.64,6.89,12.21,1.54,98.27,78182,301371024.0,34.45,4960800000,2647630676,0.300584,深A
5,300598,诚迈科技,19.99,42.2,42.2,34.09,34.59,7.03,5.92,2.4,-36.71,94791,371774896.0,35.17,6754404640,6753108636,0.300598,深A
6,300209,天泽信息,19.91,5.6,5.6,4.45,4.51,0.93,7.13,1.48,-21.89,255204,137881572.0,4.67,2363801048,2003558239,0.300209,深A
7,300298,三诺生物,15.51,18.17,18.45,15.2,15.4,2.44,2.03,2.36,39.29,92568,161849178.0,15.73,10261841701,8283093124,0.300298,深A
8,301010,晶雪节能,13.83,26.59,28.03,24.68,25.0,3.23,59.09,4.09,179.87,159542,424258848.0,23.36,2871720000,717930000,0.301010,深A
9,301185,鸥玛软件,12.85,18.44,19.61,15.68,15.98,2.1,20.91,5.73,145.19,76063,141850773.0,16.34,2829020544,670867484,0.301185,深A
10,301235,华康医疗,12.83,44.68,46.75,39.34,39.5,5.08,43.59,2.61,-137.42,101401,445641648.0,39.6,4718208000,1039338922,0.301235,深A
11,002195,二三四五,10.15,2.17,2.17,1.98,1.98,0.2,4.72,2.64,29.08,2660076,561619440.0,1.97,12422919429,12227110546,0.002195,深A
12,300273,*ST和佳,10.12,1.85,1.92,1.62,1.63,0.17,8.68,0.89,-12.46,544469,95577259.0,1.68,1465855300,1161090562,0.300273,深A
13,002103,广博股份,10.08,4.26,4.26,3.73,3.75,0.39,6.83,2.33,-38.05,288035,118175118.0,3.87,2276002780,1795489515,0.002103,深A
14,600651,飞乐音响,10.07,3.28,3.28,2.95,2.98,0.3,2.17,3.72,-34.0,269152,87133169.0,2.98,8223051889,4072398390,1.600651,沪A
15,600898,国美通讯,10.06,7.33,7.33,6.3,6.5,0.67,6.33,1.23,-50.06,159743,110072781.0,6.66,2091842627,1850999601,1.600898,沪A
16,600800,渤海化学,10.05,4.05,4.05,4.05,4.05,0.37,0.87,0.57,-18.59,69257,28049097.0,3.68,4802439699,3217066312,1.600800,沪A
17,603366,日出东方,10.05,4.27,4.27,4.01,4.01,0.39,0.69,1.24,-14.4,55052,23347322.0,3.88,3513783000,3416000000,1.603366,沪A
18,002799,环球印务,10.05,10.84,10.84,9.61,9.87,0.99,1.63,1.53,24.92,41173,43252388.0,9.85,2731680000,2731634472,0.002799,深A
19,000815,美利云,10.05,11.28,11.28,9.86,9.91,1.03,6.21,0.76,-1428.32,431599,453512720.0,10.25,7842567035,7842567035,0.000815,深A
20,002644,佛慈制药,10.04,8.99,8.99,7.88,7.93,0.82,2.61,1.6,53.39,133263,112281146.0,8.17,4590806430,4590806430,0.002644,深A
21,603963,大理药业,10.04,12.06,12.06,11.08,11.08,1.1,7.95,1.24,-206.51,174572,203037123.0,10.96,2649582000,2649582000,1.603963,沪A
22,002095,生 意 宝,10.03,13.16,13.16,11.6,11.7,1.2,3.12,1.64,142.5,78519,100133623.0,11.96,3325795200,3312131580,0.002095,深A
23,000066,中国长城,10.03,9.87,9.87,8.65,8.76,0.9,2.15,1.53,-68.09,632612,602306192.0,8.97,31838636989,29017668591,0.000066,深A
24,002062,宏润建设,10.03,7.13,7.13,6.66,7.0,0.65,14.3,1.52,19.1,1386276,968713008.0,6.48,7860825000,6909688718,0.002062,深A
25,600463,空港股份,10.03,7.9,7.9,7.0,7.0,0.72,3.43,1.04,-115.74,102964,78271654.0,7.18,2370000000,2370000000,1.600463,沪A
26,002907,华森制药,10.03,12.62,12.62,11.05,11.3,1.15,2.31,1.98,43.18,65889,78350838.0,11.47,5069606286,3604960270,0.002907,深A
27,603716,塞力医疗,10.02,14.16,14.16,12.58,12.65,1.29,2.81,1.17,34.26,56584,78284621.0,12.87,2903068941,2850738565,1.603716,沪A
28,002365,永安药业,10.02,14.6,14.6,12.8,13.1,1.33,20.28,1.17,21.26,495325,682507808.0,13.27,4302364500,3566348409,0.002365,深A
29,603033,三维股份,10.02,23.39,23.39,20.5,21.0,2.13,0.7,2.06,71.69,41475,93196351.0,21.26,13955867225,13955867225,1.603033,沪A
30,002780,三夫户外,10.02,13.18,13.18,12.04,12.5,1.2,4.97,1.83,216.57,64962,83845151.0,11.98,2077003065,1722003034,0.002780,深A
31,603191,望变电气,10.01,22.74,22.74,22.03,22.74,2.07,25.83,1.27,51.69,215135,488051088.0,20.67,7576226835,1894056714,1.603191,沪A
32,002315,焦点科技,10.01,15.93,15.93,14.72,15.0,1.45,6.77,3.54,30.14,126256,196909969.0,14.48,4890106636,2971207064,0.002315,深A
33,002349,精华制药,10.01,16.81,16.81,14.23,14.75,1.53,14.88,1.48,51.18,1207272,1952838976.0,15.28,13686381063,13637647209,0.002349,深A
34,600056,中国医药,10.01,25.6,25.6,24.01,24.38,2.33,11.85,1.05,27.8,1265649,3175104688.0,23.27,27353229670,27343569869,1.600056,沪A
35,001228,永泰运,10.01,53.08,53.08,53.08,53.08,4.83,1.4,0.33,27.37,3624,19235873.0,48.25,5513133446,1378487600,0.001228,深A
36,002561,徐家汇,10.01,13.74,13.74,11.24,12.49,1.25,28.68,2.44,67.72,1182637,1476163616.0,12.49,5712583620,5664789332,0.002561,深A
37,003010,若羽臣,10.01,18.25,18.25,17.41,17.85,1.66,4.03,3.35,157.03,29444,53157182.0,16.59,2221022080,1332848454,0.003010,深A
38,603353,和顺石油,10.01,18.47,18.47,17.67,18.0,1.68,2.66,1.07,38.85,16439,30057993.0,16.79,3202587180,1141482940,1.603353,沪A
39,600587,新华医疗,10.01,20.56,20.56,18.7,19.0,1.87,6.38,2.79,16.6,257392,500130800.0,18.69,8470203759,8295274694,1.600587,沪A
40,603209,兴通股份,10.0,23.31,23.31,20.4,20.58,2.12,20.17,1.12,23.81,100860,228767884.0,21.19,4662000000,1165500000,1.603209,沪A
41,605286,同力日升,10.0,23.1,23.1,20.15,20.37,2.1,7.11,1.04,42.21,34137,75845349.0,21.0,3880800000,1108800000,1.605286,沪A
42,603868,飞科电器,10.0,69.41,69.41,60.01,61.6,6.31,1.12,1.94,31.93,48727,323816704.0,63.1,30234996000,30234996000,1.603868,沪A
43,600756,浪潮软件,10.0,12.1,12.1,10.62,10.71,1.1,5.13,1.63,1538.19,166400,191554656.0,11.0,3921594911,3921594911,1.600756,沪A
44,600370,三房巷,10.0,3.41,3.41,3.01,3.04,0.31,8.51,2.18,8.6,991543,330325760.0,3.1,13286518295,3973038726,1.600370,沪A
45,600340,华夏幸福,10.0,3.63,3.63,3.41,3.51,0.33,7.12,3.46,1.28,2771878,988077360.0,3.3,14206804841,14132878875,1.600340,沪A
46,600228,返利科技,10.0,7.26,7.26,7.26,7.26,0.66,3.27,3.89,-246.67,79014,57364179.0,6.6,5976918456,1751983200,1.600228,沪A
47,002882,金龙羽,10.0,9.02,9.02,7.97,8.06,0.82,1.15,2.58,22.57,49559,42828509.0,8.2,3904758000,3888860250,0.002882,深A
48,002873,新天药业,10.0,16.06,16.06,14.15,14.32,1.46,8.63,2.05,21.57,135686,206803064.0,14.6,2664500692,2525034207,0.002873,深A
49,002793,罗欣药业,10.0,8.03,8.03,7.15,7.15,0.73,1.51,1.91,35.97,74573,57642095.0,7.3,11753424718,3967531362,0.002793,深A
50,002713,东易日盛,10.0,6.49,6.49,5.69,5.8,0.59,1.44,1.35,-2.79,58094,35776108.0,5.9,2722795000,2616614375,0.002713,深A
51,002193,如意集团,10.0,5.83,5.83,4.91,5.2,0.53,2.88,1.46,131.51,75090,42016857.0,5.3,1525801657,1521226057,0.002193,深A
52,000701,厦门信达,10.0,6.38,6.38,5.55,5.62,0.58,5.86,0.57,114.36,238377,147528297.0,5.8,3437916439,2594031797,0.000701,深A
53,000632,三木集团,10.0,3.85,3.85,3.43,3.55,0.35,7.81,2.42,70.98,363667,131272678.0,3.5,1792250345,1792104183,0.000632,深A
54,000506,中润资源,10.0,2.97,2.97,2.97,2.97,0.27,0.91,0.48,2.31,84601,25126615.0,2.7,2759182750,2758152754,0.000506,深A
55,002932,明德生物,10.0,131.27,131.27,117.25,117.72,11.93,8.77,0.72,2.48,52724,671137472.0,119.34,13767326002,7891294737,0.002932,深A
56,001234,泰慕士,10.0,28.72,28.72,25.16,25.5,2.61,20.87,0.52,29.39,55646,155302551.0,26.11,3063467624,765867624,0.001234,深A
57,003007,直真科技,9.99,20.69,20.69,18.1,18.36,1.88,24.29,1.23,-19.18,89616,176840700.0,18.81,2151760000,763292521,0.003007,深A
58,000756,新华制药,9.99,16.62,16.62,16.62,16.62,1.51,0.86,0.28,25.64,37655,62583208.0,15.11,11129204646,7251849806,0.000756,深A
59,600732,爱旭股份,9.99,15.85,15.85,15.85,15.85,1.44,0.51,0.17,35.51,34189,54188773.0,14.41,32275817614,10581745094,1.600732,沪A
60,002864,盘龙药业,9.99,45.13,45.13,39.4,40.0,4.1,41.26,1.71,48.69,228188,979588240.0,41.03,3911417100,2495682817,0.002864,深A
61,001317,三羊马,9.99,59.88,59.88,52.0,53.0,5.44,40.63,1.06,150.21,81305,459384384.0,54.44,4792795200,1198198800,0.001317,深A
62,603122,合富中国,9.99,14.64,14.64,13.5,13.81,1.33,32.19,2.13,96.21,320357,452783776.0,13.31,5827490547,1456873248,1.603122,沪A
63,603299,苏盐井神,9.99,12.66,12.66,11.52,11.99,1.15,22.49,1.69,10.27,1258197,1529901104.0,11.51,9914660580,7082510400,1.603299,沪A
64,002761,浙江建投,9.99,37.21,37.21,31.84,31.84,3.38,14.32,0.94,30.62,705411,2499519248.0,33.83,40236665047,18329509663,0.002761,深A
65,002803,吉宏股份,9.99,12.33,12.33,10.8,10.9,1.12,3.68,1.15,27.21,104425,122899481.0,11.21,4665786521,3496518626,0.002803,深A
66,000968,蓝焰控股,9.99,11.67,11.67,10.33,10.4,1.06,9.33,0.99,10.37,902943,1028345584.0,10.61,11290756042,11290756042,0.000968,深A
67,603108,润达医疗,9.99,11.01,11.01,10.55,10.89,1.0,2.03,1.36,38.6,117826,128539085.0,10.01,6380729345,6380729345,1.603108,沪A
68,600536,中国软件,9.99,36.34,36.34,31.83,32.0,3.3,2.03,1.52,-44.99,100303,349800576.0,33.04,18449373998,17972411498,1.600536,沪A
69,001211,双枪科技,9.99,25.44,25.44,22.32,22.75,2.31,9.38,2.03,33.14,16879,41530082.0,23.13,1831680000,457920000,0.001211,深A
70,001210,金房节能,9.98,25.67,25.67,22.61,22.75,2.33,7.19,1.67,5.93,16308,39948717.0,23.34,2329503137,582452300,0.001210,深A
71,002826,易明医药,9.98,9.7,9.7,8.6,8.68,0.88,4.43,1.53,54.36,52902,48661532.0,8.82,1854546638,1157045789,0.002826,深A
72,002088,鲁阳节能,9.98,19.18,19.18,19.18,19.18,1.74,0.89,1.55,19.96,40001,76722244.0,17.44,9711458999,8612215031,0.002088,深A
73,002551,尚荣医疗,9.98,4.74,4.74,4.17,4.21,0.43,4.62,2.6,95.76,281736,126307236.0,4.31,4003915645,2892693437,0.002551,深A
74,603556,海兴电力,9.98,13.78,13.78,12.26,12.5,1.25,3.67,5.62,12.0,179179,239084075.0,12.53,6734066071,6734066071,1.603556,沪A
75,002789,建艺集团,9.97,17.31,17.31,16.0,16.74,1.57,10.62,1.15,159.85,92835,155051263.0,15.74,2763083027,1513770509,0.002789,深A
76,603390,通达电气,9.97,7.94,7.94,7.94,7.94,0.72,2.52,1.81,-58.55,32429,25748467.0,7.22,2792394653,1020499489,1.603390,沪A
77,002693,双成药业,9.97,7.39,7.39,6.05,6.05,0.67,23.22,1.89,1042.53,936758,603063312.0,6.72,3044680000,2981250307,0.002693,深A
78,002685,华东重机,9.97,3.64,3.64,3.32,3.33,0.33,4.49,2.22,37.28,365480,128511162.0,3.31,3667993933,2962432688,0.002685,深A
79,603819,神力股份,9.97,12.69,12.69,11.55,11.55,1.15,3.48,2.68,24.09,75830,95081091.0,11.54,2762996073,2762996073,1.603819,沪A
80,002418,康盛股份,9.96,2.87,2.87,2.51,2.55,0.26,1.82,1.95,-75.57,206222,55174940.0,2.61,3261468000,3260118383,0.002418,深A
81,000503,国新健康,9.96,8.61,8.61,7.51,7.72,0.78,2.57,1.45,-39.51,231158,187223880.0,7.83,7811122906,7738495215,0.000503,深A
82,000056,皇庭国际,9.96,5.3,5.3,4.38,4.38,0.48,4.66,2.68,-13.24,421546,198882199.0,4.82,6225002216,4789762550,0.000056,深A
83,002207,准油股份,9.96,7.4,7.4,6.45,6.5,0.67,15.6,1.4,26.33,405823,278835776.0,6.73,1939209797,1924785325,0.002207,深A
84,600624,复旦复华,9.95,6.52,6.52,5.93,6.06,0.59,4.91,3.04,193.8,336047,210666186.0,5.93,4464322305,4464322305,1.600624,沪A
85,600539,狮头股份,9.93,6.42,6.42,5.65,5.76,0.58,1.93,0.75,3023.74,44366,27574318.0,5.84,1476600000,1476600000,1.600539,沪A
86,002173,创新医疗,9.93,6.31,6.31,5.54,5.58,0.57,4.96,1.47,-50.2,184785,109786532.0,5.74,2858932169,2348918140,0.002173,深A
87,000953,河化股份,9.93,6.31,6.31,5.47,5.63,0.57,3.8,1.06,-403.46,121703,72501781.0,5.74,2310231050,2018704697,0.000953,深A
88,600243,青海华鼎,9.92,5.54,5.54,4.71,4.71,0.5,19.05,1.37,-66.89,835816,433908080.0,5.04,2431229000,2431229000,1.600243,沪A
89,002489,浙江永强,9.92,3.99,3.99,3.61,3.65,0.36,7.56,1.75,15.82,1422269,554056256.0,3.63,8681188647,7507032885,0.002489,深A
90,002094,青岛金王,9.87,3.45,3.45,3.05,3.08,0.31,2.19,1.75,45.12,151393,50247018.0,3.14,2383596544,2382064744,0.002094,深A
91,688776,国光电气,9.74,146.31,152.49,130.0,130.44,12.98,3.0,2.11,68.03,4995,72538829.0,133.33,11326841474,2435035574,1.688776,沪A
92,688325,赛微微电,9.3,46.89,48.5,41.38,42.04,3.99,17.52,1.2,77.37,32202,146467277.0,42.9,3751200000,861915991,1.688325,沪A
93,688280,精进电动-UW,8.82,8.76,8.98,7.8,7.83,0.71,7.06,1.76,-14.8,73953,63075364.0,8.05,5170341803,917733078,1.688280,沪A
94,301043,绿岛风,8.63,26.81,27.79,24.03,24.57,2.13,15.85,2.4,120.29,26950,69455559.0,24.68,1823080000,455770000,0.301043,深A
95,300357,我武生物,8.53,44.28,45.65,39.6,39.88,3.48,1.45,1.09,63.18,68258,299115856.0,40.8,23184299520,20857265610,0.300357,深A
96,300379,东方通,8.5,17.1,18.91,15.18,15.41,1.34,6.12,2.45,-41.76,263879,458664400.0,15.76,7841149117,7369925460,0.300379,深A
97,300864,南大环境,8.48,34.16,34.6,30.81,31.49,2.67,8.41,1.73,21.59,19166,63432697.0,31.49,3115392000,778848000,0.300864,深A
98,002750,龙津药业,8.32,13.41,13.6,11.53,11.85,1.03,12.39,2.3,1613.24,493436,638332720.0,12.38,5370705000,5339509330,0.002750,深A
99,000628,高新发展,8.13,11.57,11.77,10.43,10.5,0.87,8.33,3.41,88.56,160085,183480478.0,10.7,4075879600,2222296643,0.000628,深A
100,603881,数据港,7.98,25.02,25.49,22.4,22.69,1.85,5.53,2.4,184.03,182046,446745904.0,23.17,8229758469,8229758469,1.603881,沪A
101,301248,杰创智能,7.85,32.3,35.94,28.8,29.0,2.35,44.21,1.7,72.46,100474,329307520.0,29.95,3309781000,734147120,0.301248,深A
102,300339,润和软件,7.76,15.28,16.6,13.74,13.92,1.1,11.13,2.59,96.69,858720,1322228400.0,14.18,12169157650,11787958338,0.300339,深A
103,002472,双环传动,7.51,21.04,21.16,19.8,19.9,1.47,3.03,1.55,34.46,193086,399498304.0,19.57,16362631790,13414022796,0.002472,深A
104,688258,卓易信息,7.48,25.72,27.97,22.83,23.56,1.79,3.35,3.57,34.79,14568,37913934.0,23.93,2236523521,1117634179,1.688258,沪A
105,300702,天宇股份,7.42,34.6,34.6,31.3,31.34,2.39,1.42,0.97,35.53,28864,97573032.0,32.21,12040009701,7057847888,0.300702,深A
106,600976,健民集团,7.41,42.3,42.45,36.99,36.99,2.92,5.23,1.32,18.29,79679,324965744.0,39.38,6488760780,6439591218,1.600976,沪A
107,603071,物产环能,7.41,19.42,19.89,17.61,17.7,1.34,19.47,1.71,11.21,195535,376412576.0,18.08,10835475264,1950385556,1.603071,沪A
108,300603,立昂技术,7.41,10.73,11.98,9.68,9.68,0.74,14.15,1.95,141.23,355069,385113680.0,9.99,3905095965,2692350151,0.300603,深A
109,000517,荣安地产,7.28,3.39,3.48,3.13,3.19,0.23,8.29,2.42,5.46,2070648,693164624.0,3.16,10793497224,8464770051,0.000517,深A
110,000158,常山北明,7.1,5.58,5.73,5.02,5.08,0.37,4.06,2.91,-25.79,640127,354458096.0,5.21,8920281303,8799932382,0.000158,深A
111,300302,同有科技,7.04,7.6,7.86,6.86,6.96,0.5,2.81,1.66,101.4,99262,73990828.0,7.1,3708581348,2679937734,0.300302,深A
112,688261,东微半导,7.03,180.0,182.28,163.1,164.01,11.82,5.95,1.08,63.5,8472,147909071.0,168.18,12127746060,2564856360,1.688261,沪A
113,300013,新宁物流,6.99,6.43,6.9,5.48,5.71,0.42,32.5,1.16,121.45,1449321,881336320.0,6.01,2872198149,2867857899,0.300013,深A
114,688272,富吉瑞,6.85,25.59,26.4,23.69,24.22,1.64,8.1,1.13,-29.11,13086,33123729.0,23.95,1944840000,413278500,1.688272,沪A
115,000551,创元科技,6.76,7.9,7.9,7.21,7.3,0.5,1.47,1.68,21.14,59008,44607437.0,7.4,3191479960,3160635200,0.000551,深A
116,600399,抚顺特钢,6.71,14.16,14.35,12.85,13.0,0.89,3.49,2.2,81.74,688466,958440768.0,13.27,27924936000,27924936000,1.600399,沪A
117,600346,恒力石化,6.7,23.72,23.85,21.83,21.85,1.49,1.4,3.33,9.89,985725,2312517056.0,22.23,166967446924,166967446924,1.600346,沪A
118,688083,中望软件,6.59,215.0,224.7,192.01,192.32,13.3,1.42,1.3,-168.89,4462,95435142.0,201.7,13317929255,6750875300,1.688083,沪A
119,300966,共同药业,6.57,31.45,33.94,29.12,29.21,1.94,8.67,1.93,69.48,62273,198427373.0,29.51,3625461650,2258358455,0.300966,深A
120,002085,万丰奥威,6.51,4.42,4.57,4.25,4.32,0.27,5.33,7.92,13.7,1165886,519909680.0,4.15,9666008177,9666008177,0.002085,深A
121,002111,威海广泰,6.36,9.37,9.69,8.41,8.41,0.56,5.41,4.35,20.25,256721,233593323.0,8.81,5008813192,4446214564,0.002111,深A
122,601975,招商南油,6.34,2.18,2.26,1.97,2.0,0.13,10.68,4.74,25.58,5182291,1122757120.0,2.05,10579068789,10579068789,1.601975,沪A
123,300659,中孚信息,6.18,18.55,19.9,16.92,17.46,1.08,5.3,1.93,-7.81,81196,149620963.0,17.47,4202190211,2841187396,0.300659,深A
124,603016,新宏泰,6.12,16.3,16.5,15.0,15.0,0.94,1.17,1.3,54.82,17363,27781818.0,15.36,2415008000,2415008000,1.603016,沪A
125,300165,天瑞仪器,6.07,5.77,6.25,5.59,5.99,0.33,27.72,4.71,75.85,973389,576880000.0,5.44,2867637320,2026384799,0.300165,深A
126,600508,上海能源,6.06,16.81,17.44,14.9,15.2,0.96,11.5,1.18,3.89,831477,1358503872.0,15.85,12148889580,12148889580,1.600508,沪A
127,688070,纵横股份,6.04,25.47,26.55,24.13,24.13,1.45,5.12,4.95,-243.73,19088,48812260.0,24.02,2230662600,949648950,1.688070,沪A
128,300827,上能电气,6.0,51.57,52.59,47.89,48.47,2.92,7.66,1.47,105.6,45853,234362837.0,48.65,6807264754,3085697242,0.300827,深A
129,300781,因赛集团,5.93,16.26,16.75,14.69,14.86,0.91,12.78,2.26,36.08,45760,73527071.0,15.35,1787036536,582280031,0.300781,深A
130,301226,祥明智能,5.93,34.5,35.11,31.71,31.98,1.93,35.39,1.55,38.89,60155,202374744.0,32.57,2346000000,586500000,0.301226,深A
131,301162,C国能,5.85,62.61,70.51,57.02,57.68,3.46,59.39,1.03,209.22,99856,645293120.0,59.15,4438587564,1052760165,0.301162,深A
132,301236,软通动力,5.82,44.93,47.64,41.2,41.5,2.47,13.05,1.98,49.87,66938,301699408.0,42.46,19029176481,2304660088,0.301236,深A
133,300886,华业香料,5.76,27.9,27.99,25.8,26.18,1.52,5.69,1.83,74.89,18857,51442633.0,26.38,2080084500,924721785,0.300886,深A
134,300813,泰林生物,5.74,76.96,80.88,70.07,70.22,4.18,22.58,1.77,71.81,37118,284033952.0,72.78,3999611200,1264914560,0.300813,深A
135,300636,同和药业,5.73,23.6,24.45,22.1,22.25,1.28,5.98,2.75,46.13,103373,243596456.0,22.32,4950859377,4080521278,0.300636,深A
136,300979,华利集团,5.71,74.0,74.11,68.01,69.01,4.0,1.14,1.28,33.31,16698,121065898.0,70.0,86358000000,10810290000,0.300979,深A
137,603229,奥翔药业,5.66,71.51,74.0,62.62,64.57,3.83,5.38,1.07,72.56,152631,1029879680.0,67.68,20526777165,20278226855,1.603229,沪A
138,600697,欧亚集团,5.64,14.24,14.79,13.0,13.26,0.76,9.46,1.51,166.79,146724,203253549.0,13.48,2265414188,2209421654,1.600697,沪A
139,603338,浙江鼎力,5.57,43.2,45.01,39.4,40.75,2.28,4.75,4.21,27.94,230512,986468304.0,40.92,21874228373,20972976667,1.603338,沪A
140,301201,诚达药业,5.57,77.37,84.17,72.01,72.31,4.08,30.99,1.76,71.31,68226,535468672.0,73.29,7481380352,1703585968,0.301201,深A
141,603908,牧高笛,5.54,69.68,72.62,66.02,68.0,3.66,10.19,1.97,31.59,67987,478164928.0,66.02,4646959200,4646959200,1.603908,沪A
142,301218,华是科技,5.53,42.01,42.38,38.74,38.97,2.2,35.65,1.41,-295.9,67766,276274288.0,39.81,3193880281,798470081,0.301218,深A
143,603129,春风动力,5.51,126.49,131.8,115.2,116.0,6.61,0.95,0.76,45.04,14302,178736787.0,119.88,18983287037,18983287037,1.603129,沪A
144,603268,松发股份,5.51,19.15,19.5,17.57,18.09,1.0,1.03,1.01,-27.59,12850,24149640.0,18.15,2377832520,2377832520,1.603268,沪A
145,688108,赛诺医疗,5.48,5.58,5.66,5.15,5.15,0.29,2.54,1.92,-19.46,73731,40701778.0,5.29,2287800000,1617533441,1.688108,沪A
146,603157,退市拉夏,5.45,0.58,0.59,0.53,0.54,0.03,0.93,0.45,-0.9,31008,1751259.0,0.55,317649552,192909756,1.603157,沪A
147,603708,家家悦,5.44,13.38,13.7,12.45,12.5,0.69,1.37,1.75,15.58,83353,110278935.0,12.69,8140413823,8140413823,1.603708,沪A
148,603138,海量数据,5.36,12.58,13.13,11.03,11.7,0.64,9.91,3.72,-82.83,251774,319698720.0,11.94,3563055918,3196364605,1.603138,沪A
149,000034,神州数码,5.35,14.97,15.3,13.8,13.9,0.76,2.68,1.96,13.19,144328,212533512.0,14.21,9884443022,8062606477,0.000034,深A
150,002052,*ST同洲,5.3,1.59,1.59,1.48,1.51,0.08,1.04,0.95,-14.07,77525,11895609.0,1.51,1186075913,1186075913,0.002052,深A
151,000722,湖南发展,5.29,17.5,18.28,16.06,16.6,0.88,33.66,2.75,50.44,1562461,2649390096.0,16.62,8122769935,8122769935,0.000722,深A
152,600393,ST粤泰,5.26,1.2,1.2,1.2,1.2,0.06,0.28,0.1,-10.57,27242,3269040.0,1.14,3043497444,1185846662,1.600393,沪A
153,600242,*ST中昌,5.26,1.8,1.8,1.72,1.73,0.09,1.18,0.91,-6.14,53263,9364692.0,1.71,821997220,812330181,1.600242,沪A
154,688356,键凯科技,5.23,174.75,176.85,161.51,162.05,8.68,1.49,1.01,50.08,5242,89825748.0,166.07,10485000000,6157760639,1.688356,沪A
155,300663,科蓝软件,5.21,13.52,14.68,12.45,12.6,0.67,8.08,1.94,262.23,310586,422343136.0,12.85,6248652536,5195044898,0.300663,深A
156,300474,景嘉微,5.2,87.37,97.0,80.19,80.8,4.32,4.03,1.99,85.13,82642,725000080.0,83.05,26319144140,17904373000,0.300474,深A
157,301085,亚康股份,5.19,30.39,31.5,27.4,27.86,1.5,17.94,1.65,35.44,35883,107461474.0,28.89,2431200000,607800000,0.301085,深A
158,000739,普洛药业,5.19,20.67,21.15,19.91,20.0,1.02,3.11,1.05,40.04,366379,757559760.0,19.65,24360080580,24357500530,0.000739,深A
159,600705,中航产融,5.19,3.65,3.67,3.18,3.4,0.18,2.29,2.65,710.6,2033141,677398976.0,3.47,32557907389,32437707505,1.600705,沪A
160,002656,ST摩登,5.17,2.85,2.85,2.68,2.69,0.14,1.46,1.06,-45.89,88359,24829492.0,2.71,2030681555,1727486209,0.002656,深A
161,000680,山推股份,5.16,4.28,4.48,3.97,4.04,0.21,14.67,4.4,4.41,1550083,667583136.0,4.07,6427931747,4523801867,0.000680,深A
162,002358,ST森源,5.14,2.66,2.66,2.66,2.66,0.13,0.15,0.13,73.71,13794,3669204.0,2.53,2473153559,2454820849,0.002358,深A
163,600650,锦江在线,5.13,10.86,11.11,10.2,10.3,0.53,5.68,2.95,2.65,221661,239789484.0,10.33,5990485762,4241482415,1.600650,沪A
164,301031,中熔电气,5.12,102.44,105.09,93.44,95.41,4.99,5.52,1.14,51.06,9145,92161298.0,97.45,6789459622,1697430800,0.301031,深A
165,000531,穗恒运Ａ,5.11,8.23,8.29,7.59,7.7,0.4,1.27,1.42,-27.74,86860,69937327.0,7.83,5638231609,5638231609,0.000531,深A
166,002086,ST东洋,5.1,2.06,2.06,2.03,2.06,0.1,0.89,0.4,-36.5,56048,11541676.0,1.96,1558081000,1295808676,0.002086,深A
167,000606,*ST顺利,5.08,1.24,1.24,1.16,1.16,0.06,2.82,1.67,-11.68,199277,24115306.0,1.18,949591198,876929991,0.000606,深A
168,002499,*ST科林,5.07,3.73,3.73,3.73,3.73,0.18,0.03,0.07,-7.51,612,228276.0,3.55,704970000,704936430,0.002499,深A
169,000752,*ST西发,5.06,3.74,3.74,3.44,3.63,0.18,0.86,1.1,-30.61,22597,8249362.0,3.56,986456756,986456756,0.000752,深A
170,603007,ST花王,5.05,2.91,2.91,2.91,2.91,0.14,0.36,0.74,-13.85,12139,3532449.0,2.77,970193447,970193447,1.603007,沪A
171,603800,道森股份,5.05,23.09,23.58,22.04,22.5,1.11,1.73,1.84,-57.51,36066,82332645.0,21.98,4802720000,4802720000,1.603800,沪A
172,002021,ST中捷,5.03,1.67,1.67,1.62,1.67,0.08,1.01,0.71,19.47,69437,11535459.0,1.59,1148651117,1148613542,0.002021,深A
173,600241,ST时万,5.03,6.27,6.27,6.04,6.2,0.3,1.62,2.02,19.0,47594,29653973.0,5.97,1845274261,1845274261,1.600241,沪A
174,600283,钱江水利,5.01,12.78,13.39,11.68,11.8,0.61,2.81,1.62,34.79,99357,124271516.0,12.17,4511285787,4511285787,1.600283,沪A
175,601020,ST华钰,5.01,15.09,15.09,13.94,14.11,0.72,2.72,0.91,-544.86,152445,223423775.0,14.37,8452774608,8452774608,1.601020,沪A
176,002194,武汉凡谷,4.99,8.84,9.18,8.15,8.24,0.42,8.45,1.85,13.94,424412,366635152.0,8.42,6020749905,4439520143,0.002194,深A
