SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,133.43$,7.65%,-12.05%
AAPL,2021-11-17,2021-12-17,194.0$,1.23%,7.17%
ERJ,2021-10-01,2021-12-17,-282.01$,-17.05%,-18.02%
GE,2021-10-25,2021-12-17,-937.46$,-8.73%,-11.44%
NIO,2021-11-03,2021-12-17,172.0$,4.26%,-28.04%
TSP,2021-10-28,2021-12-17,261.71$,7.04%,-15.68%
SOHO,2021-09-28,2021-12-17,62.29$,28.86%,-17.96%
