SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,414.41$,2.95%,18.44%
AMZN,2021-09-28,2021-12-17,3555.99$,1.12%,3.57%
FB,2021-09-24,2021-12-17,2069.49$,6.5%,-5.21%
NFLX,2021-09-24,2021-12-17,1139.5$,1.79%,0.46%
GOOG,2021-09-24,2021-12-17,27070.64$,9.99%,1.2%
TSLA,2021-09-24,2021-12-17,1072.25$,0.91%,17.81%
MSFT,2021-09-24,2021-12-17,456.34$,1.62%,10.23%
NVDA,2021-09-24,2021-12-17,379.0$,1.82%,29.53%
