SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,111.82$,6.51%,-12.05%
AAPL,2021-11-17,2021-12-17,348.01$,2.08%,7.17%
ERJ,2021-10-01,2021-12-17,-364.49$,-21.17%,-18.02%
GE,2021-10-25,2021-12-17,-648.2$,-6.17%,-11.44%
NIO,2021-11-03,2021-12-17,56.0$,1.39%,-28.04%
TSP,2021-10-28,2021-12-17,339.41$,8.85%,-15.68%
SOHO,2021-09-28,2021-12-17,41.7$,17.95%,-17.96%
