SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,-28.18$,-1.2%,-12.05%
AAPL,2021-11-17,2021-12-17,91.62$,0.56%,7.17%
ERJ,2021-10-01,2021-12-17,-130.5$,-7.95%,-18.02%
GE,2021-10-25,2021-12-17,-906.12$,-8.35%,-11.44%
NIO,2021-11-03,2021-12-17,45.0$,1.13%,-28.04%
TSP,2021-10-28,2021-12-17,95.71$,2.42%,-15.68%
SOHO,2021-09-28,2021-12-17,70.37$,33.46%,-17.96%
