SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,110.0$,0.74%,18.44%
AMZN,2021-09-28,2021-12-17,3555.99$,1.12%,3.57%
FB,2021-09-24,2021-12-17,942.92$,2.93%,-5.21%
NFLX,2021-09-24,2021-12-17,512.0$,0.78%,0.46%
GOOG,2021-09-24,2021-12-17,11107.17$,3.95%,1.2%
TSLA,2021-09-24,2021-12-17,7018.52$,6.89%,17.81%
MSFT,2021-09-24,2021-12-17,207.34$,0.73%,10.23%
NVDA,2021-09-24,2021-12-17,2340.21$,8.34%,29.53%
