SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,91.86$,0.65%,18.44%
AMZN,2021-09-28,2021-12-17,4696.76$,1.47%,3.57%
FB,2021-09-24,2021-12-17,1951.52$,6.01%,-5.21%
NFLX,2021-09-24,2021-12-17,2925.8$,4.77%,0.46%
GOOG,2021-09-24,2021-12-17,11823.49$,4.34%,1.2%
TSLA,2021-09-24,2021-12-17,345.0$,0.45%,17.81%
MSFT,2021-09-24,2021-12-17,397.5$,1.4%,10.23%
NVDA,2021-09-24,2021-12-17,385.5$,1.87%,29.53%
