SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,-33.68$,-1.5%,-12.05%
AAPL,2021-11-17,2021-12-17,268.99$,1.7%,7.17%
ERJ,2021-10-01,2021-12-17,-163.31$,-9.85%,-18.02%
GE,2021-10-25,2021-12-17,249.98$,2.38%,-11.44%
NIO,2021-11-03,2021-12-17,194.0$,4.85%,-28.04%
TSP,2021-10-28,2021-12-17,283.68$,7.74%,-15.68%
SOHO,2021-09-28,2021-12-17,23.61$,10.13%,-17.96%
