SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,107.82$,6.24%,-12.05%
AAPL,2021-11-17,2021-12-17,282.5$,1.62%,7.17%
ERJ,2021-10-01,2021-12-17,-165.99$,-9.35%,-18.02%
GE,2021-10-25,2021-12-17,-1055.15$,-10.01%,-11.44%
NIO,2021-11-03,2021-12-17,45.0$,1.13%,-28.04%
TSP,2021-10-28,2021-12-17,223.91$,5.95%,-15.68%
SOHO,2021-09-28,2021-12-17,70.37$,33.46%,-17.96%
