SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,131.0$,0.92%,18.44%
AMZN,2021-09-28,2021-12-17,4254.75$,1.33%,3.57%
FB,2021-09-24,2021-12-17,1352.3$,4.1%,-5.21%
NFLX,2021-09-24,2021-12-17,1911.8$,3.09%,0.46%
GOOG,2021-09-24,2021-12-17,10801.48$,3.95%,1.2%
TSLA,2021-09-24,2021-12-17,4606.11$,5.66%,17.81%
MSFT,2021-09-24,2021-12-17,301.0$,1.06%,10.23%
NVDA,2021-09-24,2021-12-17,338.5$,1.63%,29.53%
