SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,108.82$,6.29%,-12.05%
AAPL,2021-11-17,2021-12-17,328.41$,1.93%,7.17%
ERJ,2021-10-01,2021-12-17,-326.49$,-19.41%,-18.02%
GE,2021-10-25,2021-12-17,-817.63$,-7.61%,-11.44%
NIO,2021-11-03,2021-12-17,56.0$,1.39%,-28.04%
TSP,2021-10-28,2021-12-17,224.66$,5.61%,-15.68%
SOHO,2021-09-28,2021-12-17,42.61$,18.31%,-17.96%
