SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,517.55$,3.7%,18.44%
AMZN,2021-09-28,2021-12-17,3555.99$,1.12%,3.57%
FB,2021-09-24,2021-12-17,1463.0$,4.44%,-5.21%
NFLX,2021-09-24,2021-12-17,2075.0$,3.27%,0.46%
GOOG,2021-09-24,2021-12-17,9373.64$,3.45%,1.2%
TSLA,2021-09-24,2021-12-17,1072.25$,0.91%,17.81%
MSFT,2021-09-24,2021-12-17,444.34$,1.57%,10.23%
NVDA,2021-09-24,2021-12-17,369.0$,1.78%,29.53%
