SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,134.25$,7.69%,-12.05%
AAPL,2021-11-17,2021-12-17,283.5$,1.8%,7.17%
ERJ,2021-10-01,2021-12-17,-276.01$,-16.94%,-18.02%
GE,2021-10-25,2021-12-17,-942.46$,-8.78%,-11.44%
NIO,2021-11-03,2021-12-17,192.0$,4.8%,-28.04%
TSP,2021-10-28,2021-12-17,298.19$,8.11%,-15.68%
SOHO,2021-09-28,2021-12-17,68.15$,32.08%,-17.96%
