SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-09-24,2021-12-17,-186.82$,-8.71%,-21.36%
AAPL,2021-09-24,2021-12-17,339.18$,2.42%,18.44%
ERJ,2021-09-28,2021-12-17,-44.5$,-2.42%,-12.77%
GE,2021-09-24,2021-12-17,27.0$,0.26%,-12.0%
NIO,2021-09-28,2021-12-17,70.51$,2.0%,-14.4%
TSP,2021-09-24,2021-12-17,276.5$,6.75%,-10.55%
SOHO,2021-09-28,2021-12-17,33.87$,14.12%,-17.96%
