SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-09-24,2021-12-17,-96.63$,-4.58%,-21.36%
AAPL,2021-09-24,2021-12-17,374.18$,2.66%,18.44%
ERJ,2021-09-28,2021-12-17,-25.5$,-1.51%,-12.77%
GE,2021-09-24,2021-12-17,69.0$,0.67%,-12.0%
NIO,2021-09-28,2021-12-17,77.46$,2.21%,-14.4%
TSP,2021-09-24,2021-12-17,265.6$,7.08%,-10.55%
SOHO,2021-09-28,2021-12-17,21.46$,7.68%,-17.96%
