SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,536.05$,3.83%,18.44%
AMZN,2021-09-28,2021-12-17,3555.99$,1.12%,3.57%
FB,2021-09-24,2021-12-17,1477.0$,4.49%,-5.21%
NFLX,2021-09-24,2021-12-17,2670.69$,4.2%,0.46%
GOOG,2021-09-24,2021-12-17,9296.96$,3.42%,1.2%
TSLA,2021-09-24,2021-12-17,1744.03$,2.05%,17.81%
MSFT,2021-09-24,2021-12-17,440.84$,1.56%,10.23%
NVDA,2021-09-24,2021-12-17,426.0$,2.07%,29.53%
