SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,435.01$,3.13%,18.44%
AMZN,2021-09-28,2021-12-17,3555.99$,1.12%,3.57%
FB,2021-09-24,2021-12-17,1593.0$,4.85%,-5.21%
NFLX,2021-09-24,2021-12-17,3041.31$,4.86%,0.46%
GOOG,2021-09-24,2021-12-17,9365.95$,3.44%,1.2%
TSLA,2021-09-24,2021-12-17,2193.53$,2.62%,17.81%
MSFT,2021-09-24,2021-12-17,214.0$,0.75%,10.23%
NVDA,2021-09-24,2021-12-17,276.0$,1.33%,29.53%
