SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,415.91$,2.96%,18.44%
AMZN,2021-09-28,2021-12-17,3555.99$,1.12%,3.57%
FB,2021-09-24,2021-12-17,1767.49$,5.55%,-5.21%
NFLX,2021-09-24,2021-12-17,1226.19$,1.93%,0.46%
GOOG,2021-09-24,2021-12-17,20914.87$,7.59%,1.2%
TSLA,2021-09-24,2021-12-17,1072.25$,0.91%,17.81%
MSFT,2021-09-24,2021-12-17,452.34$,1.6%,10.23%
NVDA,2021-09-24,2021-12-17,391.5$,1.89%,29.53%
