SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,-43.18$,-1.98%,-12.05%
AAPL,2021-11-17,2021-12-17,263.5$,1.66%,7.17%
ERJ,2021-10-01,2021-12-17,-328.51$,-19.65%,-18.02%
GE,2021-10-25,2021-12-17,253.98$,2.42%,-11.44%
NIO,2021-11-03,2021-12-17,171.0$,4.24%,-28.04%
TSP,2021-10-28,2021-12-17,366.14$,9.85%,-15.68%
SOHO,2021-09-28,2021-12-17,54.66$,24.87%,-17.96%
