SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,154.96$,9.08%,-12.05%
AAPL,2021-11-17,2021-12-17,163.01$,1.03%,7.17%
ERJ,2021-10-01,2021-12-17,-365.66$,-20.96%,-18.02%
GE,2021-10-25,2021-12-17,-154.68$,-1.03%,-11.44%
NIO,2021-11-03,2021-12-17,-23.03$,-0.57%,-28.04%
TSP,2021-10-28,2021-12-17,32.88$,0.48%,-15.68%
SOHO,2021-09-28,2021-12-17,64.32$,30.28%,-17.96%
