SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,64.54$,3.6%,-12.05%
AAPL,2021-11-17,2021-12-17,163.01$,1.03%,7.17%
ERJ,2021-10-01,2021-12-17,-300.5$,-17.02%,-18.02%
GE,2021-10-25,2021-12-17,-541.8$,-4.77%,-11.44%
NIO,2021-11-03,2021-12-17,140.6$,3.48%,-28.04%
TSP,2021-10-28,2021-12-17,149.0$,3.76%,-15.68%
SOHO,2021-09-28,2021-12-17,51.54$,22.22%,-17.96%
