SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,396.01$,2.8%,18.44%
AMZN,2021-09-28,2021-12-17,3555.99$,1.12%,3.57%
FB,2021-09-24,2021-12-17,1126.48$,3.53%,-5.21%
NFLX,2021-09-24,2021-12-17,782.0$,1.22%,0.46%
GOOG,2021-09-24,2021-12-17,18157.5$,6.58%,1.2%
TSLA,2021-09-24,2021-12-17,586.0$,0.5%,17.81%
MSFT,2021-09-24,2021-12-17,206.34$,0.73%,10.23%
NVDA,2021-09-24,2021-12-17,533.5$,2.59%,29.53%
