SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,0.0$,0.0%,18.44%
AMZN,2021-09-28,2021-12-17,0.0$,0.0%,3.57%
FB,2021-09-24,2021-12-17,0.0$,0.0%,-5.21%
NFLX,2021-09-24,2021-12-17,0.0$,0.0%,0.46%
GOOG,2021-09-24,2021-12-17,0.0$,0.0%,1.2%
TSLA,2021-09-24,2021-12-17,0.0$,0.0%,17.81%
MSFT,2021-09-24,2021-12-17,0.0$,0.0%,10.23%
NVDA,2021-09-24,2021-12-17,0.0$,0.0%,29.53%
