SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,122.25$,7.04%,-12.05%
AAPL,2021-11-17,2021-12-17,278.0$,1.73%,7.17%
ERJ,2021-10-01,2021-12-17,44.5$,3.06%,-18.02%
GE,2021-10-25,2021-12-17,-886.19$,-8.19%,-11.44%
NIO,2021-11-03,2021-12-17,160.0$,3.97%,-28.04%
TSP,2021-10-28,2021-12-17,373.74$,9.9%,-15.68%
SOHO,2021-09-28,2021-12-17,64.11$,29.78%,-17.96%
