DateTime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-07-02,21.6200008392334,21.649999618530277,21.11000061035156,21.479999542236328,20814100,0,0
2021-07-06,21.5,21.790000915527344,20.86000061035156,21.01000022888184,24176500,0,0
2021-07-07,20.790000915527344,21.049999237060547,20.170000076293945,20.309999465942383,30857000,0,0
2021-07-08,19.8799991607666,20.63999938964844,19.65999984741211,20.350000381469727,28539300,0,0
2021-07-09,20.790000915527344,21.0,20.5,20.88999938964844,21692700,0,0
2021-07-12,20.71999931335449,20.979999542236328,20.350000381469727,20.84000015258789,20782200,0,0
2021-07-13,20.690000534057617,20.700000762939453,19.989999771118164,20.020000457763672,30951500,0,0
2021-07-14,20.8700008392334,21.56999969482422,20.43000030517578,20.6200008392334,55139500,0,0
2021-07-15,20.559999465942383,21.059999465942383,20.149999618530277,20.459999084472656,34187500,0,0
2021-07-16,20.68000030517578,20.729999542236328,19.71999931335449,19.790000915527344,34420700,0,0
2021-07-19,18.82999992370605,19.209999084472656,18.280000686645508,18.96999931335449,63985800,0,0
2021-07-20,19.049999237060547,20.59000015258789,18.86000061035156,20.559999465942383,46295400,0,0
2021-07-21,20.790000915527344,21.549999237060547,20.75,21.399999618530277,52282600,0,0
2021-07-22,21.059999465942383,21.6200008392334,20.59000015258789,21.15999984741211,39028300,0,0
2021-07-23,21.350000381469727,21.690000534057617,21.020000457763672,21.200000762939453,29379200,0,0
2021-07-26,21.030000686645508,22.11000061035156,20.940000534057617,22.07999992370605,31508800,0,0
2021-07-27,21.959999084472656,22.15999984741211,21.11000061035156,21.459999084472656,30301300,0,0
2021-07-28,21.61000061035156,21.790000915527344,21.229999542236328,21.6299991607666,20077400,0,0
2021-07-29,21.780000686645508,21.780000686645508,21.170000076293945,21.170000076293945,19391300,0,0
2021-07-30,20.84000015258789,21.149999618530277,20.239999771118164,20.3799991607666,31201900,0,0
2021-08-02,20.489999771118164,20.84499931335449,20.200000762939453,20.26499938964844,15507381,0,0
2021-07-26,21.030000686645508,22.110000610351562,20.940000534057617,22.079999923706055,31508800,0,0
2021-07-27,21.959999084472656,22.15999984741211,21.110000610351562,21.459999084472656,30301300,0,0
2021-07-28,21.610000610351562,21.790000915527344,21.229999542236328,21.6299991607666,20077400,0,0
2021-07-29,21.780000686645508,21.780000686645508,21.170000076293945,21.170000076293945,19391300,0,0
2021-07-30,20.84000015258789,21.149999618530273,20.239999771118164,20.3799991607666,31201900,0,0
2021-08-02,20.489999771118164,20.844999313354492,20.200000762939453,20.274999618530273,15581786,0,0
