SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,474.41$,3.4%,18.44%
AMZN,2021-09-28,2021-12-17,3555.99$,1.12%,3.57%
FB,2021-09-24,2021-12-17,2278.16$,7.17%,-5.21%
NFLX,2021-09-24,2021-12-17,1566.68$,2.46%,0.46%
GOOG,2021-09-24,2021-12-17,9364.47$,3.45%,1.2%
TSLA,2021-09-24,2021-12-17,1072.25$,0.91%,17.81%
MSFT,2021-09-24,2021-12-17,455.84$,1.61%,10.23%
NVDA,2021-09-24,2021-12-17,389.0$,1.88%,29.53%
