SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,130.43$,7.53%,-12.05%
AAPL,2021-11-17,2021-12-17,190.0$,1.18%,7.17%
ERJ,2021-10-01,2021-12-17,-166.46$,-10.88%,-18.02%
GE,2021-10-25,2021-12-17,-957.25$,-8.78%,-11.44%
NIO,2021-11-03,2021-12-17,183.6$,4.6%,-28.04%
TSP,2021-10-28,2021-12-17,390.73$,10.49%,-15.68%
SOHO,2021-09-28,2021-12-17,61.02$,28.2%,-17.96%
