SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,-28.73$,-1.23%,-12.05%
AAPL,2021-11-17,2021-12-17,216.5$,1.36%,7.17%
ERJ,2021-10-01,2021-12-17,-175.52$,-10.65%,-18.02%
GE,2021-10-25,2021-12-17,249.98$,2.38%,-11.44%
NIO,2021-11-03,2021-12-17,194.0$,4.85%,-28.04%
TSP,2021-10-28,2021-12-17,-78.81$,-2.58%,-15.68%
SOHO,2021-09-28,2021-12-17,32.3$,13.98%,-17.96%
