SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,124.0$,0.87%,18.44%
AMZN,2021-09-28,2021-12-17,3963.0$,1.24%,3.57%
FB,2021-09-24,2021-12-17,1377.12$,4.17%,-5.21%
NFLX,2021-09-24,2021-12-17,5447.0$,8.68%,0.46%
GOOG,2021-09-24,2021-12-17,10679.48$,3.95%,1.2%
TSLA,2021-09-24,2021-12-17,2155.19$,2.6%,17.81%
MSFT,2021-09-24,2021-12-17,153.0$,0.54%,10.23%
NVDA,2021-09-24,2021-12-17,217.0$,1.05%,29.53%
