SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,468.28$,3.34%,18.44%
AMZN,2021-09-28,2021-12-17,3555.99$,1.12%,3.57%
FB,2021-09-24,2021-12-17,1721.48$,5.42%,-5.21%
NFLX,2021-09-24,2021-12-17,513.49$,0.8%,0.46%
GOOG,2021-09-24,2021-12-17,19447.12$,7.05%,1.2%
TSLA,2021-09-24,2021-12-17,698.5$,0.59%,17.81%
MSFT,2021-09-24,2021-12-17,425.34$,1.5%,10.23%
NVDA,2021-09-24,2021-12-17,354.0$,1.7%,29.53%
