SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,122.25$,7.04%,-12.05%
AAPL,2021-11-17,2021-12-17,153.0$,0.97%,7.17%
ERJ,2021-10-01,2021-12-17,-164.5$,-10.8%,-18.02%
GE,2021-10-25,2021-12-17,-963.48$,-8.86%,-11.44%
NIO,2021-11-03,2021-12-17,171.0$,4.24%,-28.04%
TSP,2021-10-28,2021-12-17,492.74$,13.57%,-15.68%
SOHO,2021-09-28,2021-12-17,62.74$,29.09%,-17.96%
