SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,38.21$,0.27%,18.44%
AMZN,2021-09-28,2021-12-17,4647.74$,1.45%,3.57%
FB,2021-09-24,2021-12-17,1735.34$,5.29%,-5.21%
NFLX,2021-09-24,2021-12-17,2028.3$,3.26%,0.46%
GOOG,2021-09-24,2021-12-17,13277.95$,4.89%,1.2%
TSLA,2021-09-24,2021-12-17,544.5$,0.7%,17.81%
MSFT,2021-09-24,2021-12-17,101.0$,0.35%,10.23%
NVDA,2021-09-24,2021-12-17,30.5$,0.15%,29.53%
