SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,157.25$,1.11%,18.44%
AMZN,2021-09-28,2021-12-17,4802.84$,1.5%,3.57%
FB,2021-09-24,2021-12-17,1430.12$,4.34%,-5.21%
NFLX,2021-09-24,2021-12-17,1879.02$,3.03%,0.46%
GOOG,2021-09-24,2021-12-17,13437.51$,5.0%,1.2%
TSLA,2021-09-24,2021-12-17,3039.77$,3.66%,17.81%
MSFT,2021-09-24,2021-12-17,210.0$,0.74%,10.23%
NVDA,2021-09-24,2021-12-17,320.5$,1.54%,29.53%
