SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,50.21$,0.35%,18.44%
AMZN,2021-09-28,2021-12-17,4647.74$,1.45%,3.57%
FB,2021-09-24,2021-12-17,764.01$,2.26%,-5.21%
NFLX,2021-09-24,2021-12-17,2769.8$,4.53%,0.46%
GOOG,2021-09-24,2021-12-17,14375.95$,5.32%,1.2%
TSLA,2021-09-24,2021-12-17,1048.78$,1.36%,17.81%
MSFT,2021-09-24,2021-12-17,250.0$,0.87%,10.23%
NVDA,2021-09-24,2021-12-17,82.0$,0.39%,29.53%
