SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,121.75$,7.01%,-12.05%
AAPL,2021-11-17,2021-12-17,207.0$,1.31%,7.17%
ERJ,2021-10-01,2021-12-17,-286.0$,-17.46%,-18.02%
GE,2021-10-25,2021-12-17,-1052.68$,-9.86%,-11.44%
NIO,2021-11-03,2021-12-17,167.0$,4.18%,-28.04%
TSP,2021-10-28,2021-12-17,207.62$,5.53%,-15.68%
SOHO,2021-09-28,2021-12-17,68.99$,32.52%,-17.96%
