SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,110.0$,0.74%,18.44%
AMZN,2021-09-28,2021-12-17,20614.69$,6.14%,3.57%
FB,2021-09-24,2021-12-17,639.43$,1.99%,-5.21%
NFLX,2021-09-24,2021-12-17,136.0$,0.21%,0.46%
GOOG,2021-09-24,2021-12-17,9779.18$,3.64%,1.2%
TSLA,2021-09-24,2021-12-17,8756.85$,8.7%,17.81%
MSFT,2021-09-24,2021-12-17,207.34$,0.73%,10.23%
NVDA,2021-09-24,2021-12-17,1002.0$,3.5%,29.53%
