SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,123.25$,7.09%,-12.05%
AAPL,2021-11-17,2021-12-17,187.0$,1.16%,7.17%
ERJ,2021-10-01,2021-12-17,-167.0$,-10.98%,-18.02%
GE,2021-10-25,2021-12-17,-889.98$,-8.15%,-11.44%
NIO,2021-11-03,2021-12-17,160.0$,3.97%,-28.04%
TSP,2021-10-28,2021-12-17,403.74$,10.79%,-15.68%
SOHO,2021-09-28,2021-12-17,60.94$,28.17%,-17.96%
