SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,40.0$,2.06%,-12.05%
AAPL,2021-11-17,2021-12-17,257.0$,1.62%,7.17%
ERJ,2021-10-01,2021-12-17,-277.51$,-15.55%,-18.02%
GE,2021-10-25,2021-12-17,214.98$,2.03%,-11.44%
NIO,2021-11-03,2021-12-17,116.0$,2.87%,-28.04%
TSP,2021-10-28,2021-12-17,84.39$,2.13%,-15.68%
SOHO,2021-09-28,2021-12-17,34.42$,14.98%,-17.96%
