SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,112.21$,6.52%,-12.05%
AAPL,2021-11-17,2021-12-17,69.0$,0.42%,7.17%
ERJ,2021-10-01,2021-12-17,-124.5$,-7.56%,-18.02%
GE,2021-10-25,2021-12-17,-478.89$,-4.22%,-11.44%
NIO,2021-11-03,2021-12-17,-89.79$,-2.25%,-28.04%
TSP,2021-10-28,2021-12-17,158.38$,4.05%,-15.68%
SOHO,2021-09-28,2021-12-17,67.48$,31.82%,-17.96%
