SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,354.0$,2.5%,18.44%
AMZN,2021-09-28,2021-12-17,3555.99$,1.12%,3.57%
FB,2021-09-24,2021-12-17,1096.48$,3.43%,-5.21%
NFLX,2021-09-24,2021-12-17,355.69$,0.54%,0.46%
GOOG,2021-09-24,2021-12-17,17681.52$,6.37%,1.2%
TSLA,2021-09-24,2021-12-17,-9658.25$,-8.2%,17.81%
MSFT,2021-09-24,2021-12-17,221.34$,0.78%,10.23%
NVDA,2021-09-24,2021-12-17,2059.91$,7.19%,29.53%
