SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,154.05$,1.08%,18.44%
AMZN,2021-09-28,2021-12-17,4257.73$,1.33%,3.57%
FB,2021-09-24,2021-12-17,1348.3$,4.09%,-5.21%
NFLX,2021-09-24,2021-12-17,1525.52$,2.45%,0.46%
GOOG,2021-09-24,2021-12-17,10801.48$,3.95%,1.2%
TSLA,2021-09-24,2021-12-17,4185.19$,5.14%,17.81%
MSFT,2021-09-24,2021-12-17,285.0$,1.0%,10.23%
NVDA,2021-09-24,2021-12-17,450.91$,2.19%,29.53%
