SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,113.82$,6.62%,-12.05%
AAPL,2021-11-17,2021-12-17,260.5$,1.5%,7.17%
ERJ,2021-10-01,2021-12-17,-173.99$,-9.77%,-18.02%
GE,2021-10-25,2021-12-17,-720.23$,-6.85%,-11.44%
NIO,2021-11-03,2021-12-17,59.0$,1.47%,-28.04%
TSP,2021-10-28,2021-12-17,-64.81$,-2.28%,-15.68%
SOHO,2021-09-28,2021-12-17,54.76$,24.72%,-17.96%
