SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,473.4$,3.36%,18.44%
AMZN,2021-09-28,2021-12-17,3555.99$,1.12%,3.57%
FB,2021-09-24,2021-12-17,1804.49$,5.67%,-5.21%
NFLX,2021-09-24,2021-12-17,506.49$,0.79%,0.46%
GOOG,2021-09-24,2021-12-17,21594.64$,7.87%,1.2%
TSLA,2021-09-24,2021-12-17,1072.25$,0.91%,17.81%
MSFT,2021-09-24,2021-12-17,425.34$,1.5%,10.23%
NVDA,2021-09-24,2021-12-17,354.0$,1.7%,29.53%
