SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,123.25$,7.09%,-12.05%
AAPL,2021-11-17,2021-12-17,207.0$,1.28%,7.17%
ERJ,2021-10-01,2021-12-17,-158.5$,-10.39%,-18.02%
GE,2021-10-25,2021-12-17,-958.25$,-8.79%,-11.44%
NIO,2021-11-03,2021-12-17,156.0$,3.87%,-28.04%
TSP,2021-10-28,2021-12-17,331.24$,8.69%,-15.68%
SOHO,2021-09-28,2021-12-17,62.32$,28.84%,-17.96%
