SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,117.51$,6.76%,-12.05%
AAPL,2021-11-17,2021-12-17,206.14$,1.28%,7.17%
ERJ,2021-10-01,2021-12-17,-50.0$,-3.34%,-18.02%
GE,2021-10-25,2021-12-17,-490.28$,-4.28%,-11.44%
NIO,2021-11-03,2021-12-17,140.6$,3.48%,-28.04%
TSP,2021-10-28,2021-12-17,262.91$,6.95%,-15.68%
SOHO,2021-09-28,2021-12-17,69.78$,33.08%,-17.96%
