SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,61.21$,0.43%,18.44%
AMZN,2021-09-28,2021-12-17,5239.74$,1.64%,3.57%
FB,2021-09-24,2021-12-17,65.0$,0.19%,-5.21%
NFLX,2021-09-24,2021-12-17,2072.44$,3.41%,0.46%
GOOG,2021-09-24,2021-12-17,9556.68$,3.47%,1.2%
TSLA,2021-09-24,2021-12-17,545.11$,0.7%,17.81%
MSFT,2021-09-24,2021-12-17,262.0$,0.91%,10.23%
NVDA,2021-09-24,2021-12-17,82.0$,0.39%,29.53%
