SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,504.01$,3.6%,18.44%
AMZN,2021-09-28,2021-12-17,3555.99$,1.12%,3.57%
FB,2021-09-24,2021-12-17,1449.98$,4.58%,-5.21%
NFLX,2021-09-24,2021-12-17,585.99$,0.91%,0.46%
GOOG,2021-09-24,2021-12-17,17750.95$,6.43%,1.2%
TSLA,2021-09-24,2021-12-17,586.0$,0.5%,17.81%
MSFT,2021-09-24,2021-12-17,425.34$,1.5%,10.23%
NVDA,2021-09-24,2021-12-17,354.0$,1.7%,29.53%
