SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,151.96$,8.9%,-12.05%
AAPL,2021-11-17,2021-12-17,163.01$,1.03%,7.17%
ERJ,2021-10-01,2021-12-17,-421.69$,-24.28%,-18.02%
GE,2021-10-25,2021-12-17,-477.86$,-4.16%,-11.44%
NIO,2021-11-03,2021-12-17,-55.97$,-1.4%,-28.04%
TSP,2021-10-28,2021-12-17,465.99$,14.06%,-15.68%
SOHO,2021-09-28,2021-12-17,65.66$,30.44%,-17.96%
