SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,123.25$,7.09%,-12.05%
AAPL,2021-11-17,2021-12-17,168.5$,1.07%,7.17%
ERJ,2021-10-01,2021-12-17,-295.49$,-17.93%,-18.02%
GE,2021-10-25,2021-12-17,-544.24$,-4.79%,-11.44%
NIO,2021-11-03,2021-12-17,189.0$,4.73%,-28.04%
TSP,2021-10-28,2021-12-17,398.36$,10.98%,-15.68%
SOHO,2021-09-28,2021-12-17,66.98$,31.48%,-17.96%
