SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,124.0$,0.87%,18.44%
AMZN,2021-09-28,2021-12-17,3899.99$,1.22%,3.57%
FB,2021-09-24,2021-12-17,1367.12$,4.14%,-5.21%
NFLX,2021-09-24,2021-12-17,4567.03$,7.17%,0.46%
GOOG,2021-09-24,2021-12-17,10884.47$,4.03%,1.2%
TSLA,2021-09-24,2021-12-17,1149.52$,1.48%,17.81%
MSFT,2021-09-24,2021-12-17,153.0$,0.54%,10.23%
NVDA,2021-09-24,2021-12-17,217.0$,1.05%,29.53%
