SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,121.75$,7.01%,-12.05%
AAPL,2021-11-17,2021-12-17,207.0$,1.31%,7.17%
ERJ,2021-10-01,2021-12-17,-334.98$,-19.91%,-18.02%
GE,2021-10-25,2021-12-17,-542.24$,-4.77%,-11.44%
NIO,2021-11-03,2021-12-17,147.6$,3.66%,-28.04%
TSP,2021-10-28,2021-12-17,396.33$,11.1%,-15.68%
SOHO,2021-09-28,2021-12-17,68.76$,32.55%,-17.96%
