SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,87.94$,4.92%,-12.05%
AAPL,2021-11-17,2021-12-17,182.0$,1.13%,7.17%
ERJ,2021-10-01,2021-12-17,-108.16$,-6.02%,-18.02%
GE,2021-10-25,2021-12-17,-376.71$,-3.43%,-11.44%
NIO,2021-11-03,2021-12-17,200.0$,5.0%,-28.04%
TSP,2021-10-28,2021-12-17,381.24$,10.16%,-15.68%
SOHO,2021-09-28,2021-12-17,13.82$,5.4%,-17.96%
