SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,55.21$,0.38%,18.44%
AMZN,2021-09-28,2021-12-17,4647.74$,1.45%,3.57%
FB,2021-09-24,2021-12-17,1856.62$,5.7%,-5.21%
NFLX,2021-09-24,2021-12-17,2866.8$,4.71%,0.46%
GOOG,2021-09-24,2021-12-17,14434.45$,5.34%,1.2%
TSLA,2021-09-24,2021-12-17,666.45$,0.86%,17.81%
MSFT,2021-09-24,2021-12-17,264.0$,0.92%,10.23%
NVDA,2021-09-24,2021-12-17,89.49$,0.42%,29.53%
