SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,112.82$,6.57%,-12.05%
AAPL,2021-11-17,2021-12-17,593.85$,3.63%,7.17%
ERJ,2021-10-01,2021-12-17,-246.45$,-14.04%,-18.02%
GE,2021-10-25,2021-12-17,-499.4$,-4.37%,-11.44%
NIO,2021-11-03,2021-12-17,64.5$,1.63%,-28.04%
TSP,2021-10-28,2021-12-17,278.33$,7.23%,-15.68%
SOHO,2021-09-28,2021-12-17,65.35$,30.71%,-17.96%
