SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,107.82$,6.24%,-12.05%
AAPL,2021-11-17,2021-12-17,631.86$,3.87%,7.17%
ERJ,2021-10-01,2021-12-17,-185.49$,-11.02%,-18.02%
GE,2021-10-25,2021-12-17,-921.48$,-8.49%,-11.44%
NIO,2021-11-03,2021-12-17,137.32$,3.49%,-28.04%
TSP,2021-10-28,2021-12-17,343.39$,9.24%,-15.68%
SOHO,2021-09-28,2021-12-17,70.76$,33.84%,-17.96%
