SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,118.01$,6.8%,-12.05%
AAPL,2021-11-17,2021-12-17,190.0$,1.2%,7.17%
ERJ,2021-10-01,2021-12-17,-87.5$,-5.94%,-18.02%
GE,2021-10-25,2021-12-17,-547.24$,-4.82%,-11.44%
NIO,2021-11-03,2021-12-17,108.0$,2.65%,-28.04%
TSP,2021-10-28,2021-12-17,333.91$,9.11%,-15.68%
SOHO,2021-09-28,2021-12-17,67.47$,31.75%,-17.96%
