SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,-35.18$,-1.58%,-12.05%
AAPL,2021-11-17,2021-12-17,330.5$,2.1%,7.17%
ERJ,2021-10-01,2021-12-17,-272.51$,-16.6%,-18.02%
GE,2021-10-25,2021-12-17,254.98$,2.43%,-11.44%
NIO,2021-11-03,2021-12-17,160.0$,3.97%,-28.04%
TSP,2021-10-28,2021-12-17,242.64$,6.45%,-15.68%
SOHO,2021-09-28,2021-12-17,64.11$,29.78%,-17.96%
