SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,101.82$,5.89%,-12.05%
AAPL,2021-11-17,2021-12-17,492.35$,2.97%,7.17%
ERJ,2021-10-01,2021-12-17,-296.99$,-17.88%,-18.02%
GE,2021-10-25,2021-12-17,-819.03$,-7.63%,-11.44%
NIO,2021-11-03,2021-12-17,102.36$,2.58%,-28.04%
TSP,2021-10-28,2021-12-17,263.49$,6.8%,-15.68%
SOHO,2021-09-28,2021-12-17,49.76$,22.05%,-17.96%
