SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,124.25$,7.14%,-12.05%
AAPL,2021-11-17,2021-12-17,230.0$,1.43%,7.17%
ERJ,2021-10-01,2021-12-17,-164.0$,-10.74%,-18.02%
GE,2021-10-25,2021-12-17,-885.21$,-8.18%,-11.44%
NIO,2021-11-03,2021-12-17,171.0$,4.24%,-28.04%
TSP,2021-10-28,2021-12-17,473.01$,12.9%,-15.68%
SOHO,2021-09-28,2021-12-17,62.07$,28.66%,-17.96%
