SYM,Start,End,FlPL,StdPL,FixPL
AAPL,2021-09-24,2021-12-17,45.0$,0.31%,18.44%
AMZN,2021-09-28,2021-12-17,4647.74$,1.45%,3.57%
FB,2021-09-24,2021-12-17,2139.3$,6.65%,-5.21%
NFLX,2021-09-24,2021-12-17,2131.3$,3.45%,0.46%
GOOG,2021-09-24,2021-12-17,13128.44$,4.83%,1.2%
TSLA,2021-09-24,2021-12-17,370.0$,0.48%,17.81%
MSFT,2021-09-24,2021-12-17,265.0$,0.93%,10.23%
NVDA,2021-09-24,2021-12-17,224.0$,1.08%,29.53%
