SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,97.44$,5.59%,-12.05%
AAPL,2021-11-17,2021-12-17,150.0$,0.93%,7.17%
ERJ,2021-10-01,2021-12-17,-68.96$,-3.6%,-18.02%
GE,2021-10-25,2021-12-17,-885.19$,-8.18%,-11.44%
NIO,2021-11-03,2021-12-17,-757.95$,-20.62%,-28.04%
TSP,2021-10-28,2021-12-17,381.24$,10.16%,-15.68%
SOHO,2021-09-28,2021-12-17,60.8$,28.02%,-17.96%
