SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,135.43$,7.76%,-12.05%
AAPL,2021-11-17,2021-12-17,187.0$,1.16%,7.17%
ERJ,2021-10-01,2021-12-17,-167.5$,-10.92%,-18.02%
GE,2021-10-25,2021-12-17,-901.19$,-8.26%,-11.44%
NIO,2021-11-03,2021-12-17,169.0$,4.19%,-28.04%
TSP,2021-10-28,2021-12-17,346.24$,9.1%,-15.68%
SOHO,2021-09-28,2021-12-17,61.0$,28.19%,-17.96%
