SYM,Start,End,FlPL,StdPL,FixPL
AAL,2021-11-17,2021-12-17,64.54$,3.6%,-12.05%
AAPL,2021-11-17,2021-12-17,163.01$,1.03%,7.17%
ERJ,2021-10-01,2021-12-17,-589.67$,-31.5%,-18.02%
GE,2021-10-25,2021-12-17,-1091.0$,-9.98%,-11.44%
NIO,2021-11-03,2021-12-17,140.6$,3.48%,-28.04%
TSP,2021-10-28,2021-12-17,171.83$,3.83%,-15.68%
SOHO,2021-09-28,2021-12-17,55.6$,24.72%,-17.96%
